"hitid"	"hittypeid"	"title"	"description"	"keywords"	"reward"	"creationtime"	"assignments"	"numavailable"	"numpending"	"numcomplete"	"hitstatus"	"reviewstatus"	"annotation"	"assignmentduration"	"autoapprovaldelay"	"hitlifetime"	"viewhit"	"assignmentid"	"workerid"	"assignmentstatus"	"autoapprovaltime"	"assignmentaccepttime"	"assignmentsubmittime"	"assignmentapprovaltime"	"assignmentrejecttime"	"deadline"	"feedback"	"reject"	"Answer.target_property"	"Answer.choice"	"Answer.familiarization_cond"	"Answer.word_condition"	"Answer.target_frequency"	"Answer.about"	"Answer.manip_check_target"	"Answer.comment"	"Answer.manip_check_dist"	"Answer.item"	"Answer.target_position"	"Answer.name_check_correct"	"Answer.choice_correct"
"2GDXX2Q45UUK9H4GJNN1TS8QQSWAS1"	"2L2F9SSSHX112HTSPA85L8J4O1VVZR"	"What is he talking about? (2-3 mins)"	"Short and fun! A 2-3 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.25"	"Fri Apr 26 11:39:40 EDT 2013"	"600"	"244"	"0"	"296"	"Assignable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Fri May 03 11:39:40 EDT 2013"	"https://requester.mturk.com/mturk/manageHIT?HITId=2GDXX2Q45UUK9H4GJNN1TS8QQSWAS1"	"224XKNQY2RCJ3Z9ZRJUHX0KY3O52R1"	"A2OXXHGAM7B0Y"	"Approved"	"Sat Apr 27 04:44:32 EDT 2013"	"Fri Apr 26 12:03:40 EDT 2013"	"Fri Apr 26 12:04:32 EDT 2013"	"Sat Apr 27 04:46:22 EDT 2013"	""	""	""	""	"""peppers"""	"""target"""	"2"	"""baserate"""	"0.625"	"""pizza"""	"""2"""	"""no"""	"""1"""	"""pizza"""	"""left"""	"""TRUE"""	"""TRUE"""
"2GDXX2Q45UUK9H4GJNN1TS8QQSWAS1"	"2L2F9SSSHX112HTSPA85L8J4O1VVZR"	"What is he talking about? (2-3 mins)"	"Short and fun! A 2-3 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.25"	"Fri Apr 26 11:39:40 EDT 2013"	"600"	"244"	"0"	"296"	"Assignable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Fri May 03 11:39:40 EDT 2013"	"https://requester.mturk.com/mturk/manageHIT?HITId=2GDXX2Q45UUK9H4GJNN1TS8QQSWAS1"	"2K36BFMFFOYY1M7TFK4GKSC4CBBYLO"	"A1GGOZPHYU0OC0"	"Approved"	"Sat Apr 27 04:45:01 EDT 2013"	"Fri Apr 26 12:04:28 EDT 2013"	"Fri Apr 26 12:05:01 EDT 2013"	"Sat Apr 27 04:46:22 EDT 2013"	""	""	""	""	"""glasses"""	"""target"""	"2"	"""baserate"""	"0.625"	"""Bob, who visits a friend every Sunday."""	"""2"""	""""""	"""1"""	"""friend"""	"""right"""	"""TRUE"""	"""TRUE"""
"2GDXX2Q45UUK9H4GJNN1TS8QQSWAS1"	"2L2F9SSSHX112HTSPA85L8J4O1VVZR"	"What is he talking about? (2-3 mins)"	"Short and fun! A 2-3 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.25"	"Fri Apr 26 11:39:40 EDT 2013"	"600"	"244"	"0"	"296"	"Assignable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Fri May 03 11:39:40 EDT 2013"	"https://requester.mturk.com/mturk/manageHIT?HITId=2GDXX2Q45UUK9H4GJNN1TS8QQSWAS1"	"2PD42J1LY58BQVDMWN7FQHD5RCU5Q4"	"A2AM81Q08U0VHA"	"Approved"	"Sat Apr 27 04:45:43 EDT 2013"	"Fri Apr 26 12:04:39 EDT 2013"	"Fri Apr 26 12:05:43 EDT 2013"	"Sat Apr 27 04:46:23 EDT 2013"	""	""	""	""	"""mushrooms"""	"""target"""	"3"	"""baserate"""	"0.875"	"""Perception of the human mind..."""	"""1"""	""""""	"""1"""	"""pizza"""	"""left"""	"""TRUE"""	"""TRUE"""
"2GDXX2Q45UUK9H4GJNN1TS8QQSWAS1"	"2L2F9SSSHX112HTSPA85L8J4O1VVZR"	"What is he talking about? (2-3 mins)"	"Short and fun! A 2-3 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.25"	"Fri Apr 26 11:39:40 EDT 2013"	"600"	"244"	"0"	"296"	"Assignable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Fri May 03 11:39:40 EDT 2013"	"https://requester.mturk.com/mturk/manageHIT?HITId=2GDXX2Q45UUK9H4GJNN1TS8QQSWAS1"	"2UWF0OHOVR141QQOYQ02NEC0VKD45M"	"AFB9N61OMZXCX"	"Approved"	"Sat Apr 27 04:45:50 EDT 2013"	"Fri Apr 26 12:04:40 EDT 2013"	"Fri Apr 26 12:05:50 EDT 2013"	"Sat Apr 27 04:51:47 EDT 2013"	""	""	""	""	"""whipped cream"""	"""target"""	"3"	"""baserate"""	"0.875"	"""perceptions"""	"""2"""	""""""	"""1"""	"""sundae"""	"""middle"""	"""TRUE"""	"""TRUE"""
"2GDXX2Q45UUK9H4GJNN1TS8QQSWAS1"	"2L2F9SSSHX112HTSPA85L8J4O1VVZR"	"What is he talking about? (2-3 mins)"	"Short and fun! A 2-3 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.25"	"Fri Apr 26 11:39:40 EDT 2013"	"600"	"244"	"0"	"296"	"Assignable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Fri May 03 11:39:40 EDT 2013"	"https://requester.mturk.com/mturk/manageHIT?HITId=2GDXX2Q45UUK9H4GJNN1TS8QQSWAS1"	"2C5IPDOBDDP88C2KQI483MB7BHOC1O"	"A2MEC7NCD3ORAV"	"Approved"	"Sat Apr 27 04:46:10 EDT 2013"	"Fri Apr 26 12:05:14 EDT 2013"	"Fri Apr 26 12:06:10 EDT 2013"	"Sat Apr 27 04:51:47 EDT 2013"	""	""	""	""	"""chocolate"""	"""target"""	"3"	"""baserate"""	"0.875"	"""I have no idea.. Perception of favorites?"""	"""2"""	"""Thanks!"""	"""1"""	"""sundae"""	"""left"""	"""TRUE"""	"""TRUE"""
"2GDXX2Q45UUK9H4GJNN1TS8QQSWAS1"	"2L2F9SSSHX112HTSPA85L8J4O1VVZR"	"What is he talking about? (2-3 mins)"	"Short and fun! A 2-3 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.25"	"Fri Apr 26 11:39:40 EDT 2013"	"600"	"244"	"0"	"296"	"Assignable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Fri May 03 11:39:40 EDT 2013"	"https://requester.mturk.com/mturk/manageHIT?HITId=2GDXX2Q45UUK9H4GJNN1TS8QQSWAS1"	"2ADWSBRI8IUBLR094O8SZLB76EU3FI"	"A3TBA7X9EF16W6"	"Approved"	"Sat Apr 27 04:46:17 EDT 2013"	"Fri Apr 26 12:04:38 EDT 2013"	"Fri Apr 26 12:06:17 EDT 2013"	"Sat Apr 27 04:51:47 EDT 2013"	""	""	""	""	"""lights"""	"""logical"""	"3"	"""baserate"""	"0.875"	"""Bob trimming Christmas trees."""	"""2"""	"""none"""	"""1"""	"""Christmas tree"""	"""right"""	"""TRUE"""	"""FALSE"""
"2GDXX2Q45UUK9H4GJNN1TS8QQSWAS1"	"2L2F9SSSHX112HTSPA85L8J4O1VVZR"	"What is he talking about? (2-3 mins)"	"Short and fun! A 2-3 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.25"	"Fri Apr 26 11:39:40 EDT 2013"	"600"	"244"	"0"	"296"	"Assignable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Fri May 03 11:39:40 EDT 2013"	"https://requester.mturk.com/mturk/manageHIT?HITId=2GDXX2Q45UUK9H4GJNN1TS8QQSWAS1"	"2TAA0RYNJ92N2DS01GDJZUH2HGW49D"	"AIX6YB12PTBGP"	"Approved"	"Sat Apr 27 04:46:36 EDT 2013"	"Fri Apr 26 12:04:31 EDT 2013"	"Fri Apr 26 12:06:36 EDT 2013"	"Sat Apr 27 04:51:47 EDT 2013"	""	""	""	""	"""lights"""	"""logical"""	"3"	"""baserate"""	"0.875"	"""Bob cutting christmas trees every year"""	"""8"""	"""none"""	"""1"""	"""Christmas tree"""	"""right"""	"""TRUE"""	"""FALSE"""
"2GDXX2Q45UUK9H4GJNN1TS8QQSWAS1"	"2L2F9SSSHX112HTSPA85L8J4O1VVZR"	"What is he talking about? (2-3 mins)"	"Short and fun! A 2-3 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.25"	"Fri Apr 26 11:39:40 EDT 2013"	"600"	"244"	"0"	"296"	"Assignable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Fri May 03 11:39:40 EDT 2013"	"https://requester.mturk.com/mturk/manageHIT?HITId=2GDXX2Q45UUK9H4GJNN1TS8QQSWAS1"	"224XKNQY2RCJ3Z9ZRJUHX0KY3O5R2Q"	"A86GDQCKN2ZXK"	"Approved"	"Sat Apr 27 04:46:36 EDT 2013"	"Fri Apr 26 12:05:30 EDT 2013"	"Fri Apr 26 12:06:36 EDT 2013"	"Sat Apr 27 04:51:47 EDT 2013"	""	""	""	""	"""peppers"""	"""target"""	"3"	"""baserate"""	"0.875"	"""memory"""	"""6"""	""""""	"""1"""	"""pizza"""	"""right"""	"""TRUE"""	"""TRUE"""
"2GDXX2Q45UUK9H4GJNN1TS8QQSWAS1"	"2L2F9SSSHX112HTSPA85L8J4O1VVZR"	"What is he talking about? (2-3 mins)"	"Short and fun! A 2-3 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.25"	"Fri Apr 26 11:39:40 EDT 2013"	"600"	"244"	"0"	"296"	"Assignable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Fri May 03 11:39:40 EDT 2013"	"https://requester.mturk.com/mturk/manageHIT?HITId=2GDXX2Q45UUK9H4GJNN1TS8QQSWAS1"	"28349F9SSSHXKUPOJXK5N5FC4I3TXG"	"A212WMJOUG2P4R"	"Approved"	"Sat Apr 27 04:47:06 EDT 2013"	"Fri Apr 26 12:05:58 EDT 2013"	"Fri Apr 26 12:07:06 EDT 2013"	"Sat Apr 27 04:51:48 EDT 2013"	""	""	""	""	"""star"""	"""logical"""	"1"	"""baserate"""	"0.375"	"""trees"""	"""2"""	""""""	"""1"""	"""Christmas tree"""	"""left"""	"""TRUE"""	"""FALSE"""
"2GDXX2Q45UUK9H4GJNN1TS8QQSWAS1"	"2L2F9SSSHX112HTSPA85L8J4O1VVZR"	"What is he talking about? (2-3 mins)"	"Short and fun! A 2-3 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.25"	"Fri Apr 26 11:39:40 EDT 2013"	"600"	"244"	"0"	"296"	"Assignable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Fri May 03 11:39:40 EDT 2013"	"https://requester.mturk.com/mturk/manageHIT?HITId=2GDXX2Q45UUK9H4GJNN1TS8QQSWAS1"	"2WFCWYB49F9SBLNXX6AOTST92JUTPS"	"A1WJC9VETYJYHP"	"Approved"	"Sat Apr 27 04:47:07 EDT 2013"	"Fri Apr 26 12:05:54 EDT 2013"	"Fri Apr 26 12:07:07 EDT 2013"	"Sat Apr 27 04:51:48 EDT 2013"	""	""	""	""	"""saddlebag"""	"""logical"""	"1"	"""baserate"""	"0.375"	"""unsure"""	"""2"""	""""""	"""2"""	"""bike"""	"""right"""	"""TRUE"""	"""FALSE"""
"2GDXX2Q45UUK9H4GJNN1TS8QQSWAS1"	"2L2F9SSSHX112HTSPA85L8J4O1VVZR"	"What is he talking about? (2-3 mins)"	"Short and fun! A 2-3 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.25"	"Fri Apr 26 11:39:40 EDT 2013"	"600"	"244"	"0"	"296"	"Assignable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Fri May 03 11:39:40 EDT 2013"	"https://requester.mturk.com/mturk/manageHIT?HITId=2GDXX2Q45UUK9H4GJNN1TS8QQSWAS1"	"273NVP3TVOK5D8P5X3YQKOZJJ48414"	"A1J28HMP0KZ0HL"	"Approved"	"Sat Apr 27 04:47:10 EDT 2013"	"Fri Apr 26 12:04:13 EDT 2013"	"Fri Apr 26 12:07:10 EDT 2013"	"Sat Apr 27 04:51:48 EDT 2013"	""	""	""	""	"""mushrooms"""	"""target"""	"2"	"""baserate"""	"0.625"	"""Bob's favorite Pizza"""	"""5"""	"""It was kinda fun"""	"""3"""	"""pizza"""	"""right"""	"""TRUE"""	"""TRUE"""
"2GDXX2Q45UUK9H4GJNN1TS8QQSWAS1"	"2L2F9SSSHX112HTSPA85L8J4O1VVZR"	"What is he talking about? (2-3 mins)"	"Short and fun! A 2-3 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.25"	"Fri Apr 26 11:39:40 EDT 2013"	"600"	"244"	"0"	"296"	"Assignable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Fri May 03 11:39:40 EDT 2013"	"https://requester.mturk.com/mturk/manageHIT?HITId=2GDXX2Q45UUK9H4GJNN1TS8QQSWAS1"	"2LJI8IUB2YU9RCNSPQ23R0FF4NXJ76"	"A1Q8L9UA8SAPIQ"	"Approved"	"Sat Apr 27 04:47:44 EDT 2013"	"Fri Apr 26 12:06:28 EDT 2013"	"Fri Apr 26 12:07:44 EDT 2013"	"Sat Apr 27 04:51:48 EDT 2013"	""	""	""	""	"""star"""	"""logical"""	"0"	"""baserate"""	"0.125"	"""What we think Bob likes"""	"""2"""	""""""	"""1"""	"""Christmas tree"""	"""left"""	"""TRUE"""	"""FALSE"""
"2GDXX2Q45UUK9H4GJNN1TS8QQSWAS1"	"2L2F9SSSHX112HTSPA85L8J4O1VVZR"	"What is he talking about? (2-3 mins)"	"Short and fun! A 2-3 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.25"	"Fri Apr 26 11:39:40 EDT 2013"	"600"	"244"	"0"	"296"	"Assignable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Fri May 03 11:39:40 EDT 2013"	"https://requester.mturk.com/mturk/manageHIT?HITId=2GDXX2Q45UUK9H4GJNN1TS8QQSWAS1"	"2Z5OBDDP8PJW3NJD42DB9Q3DKER4F5"	"A2IW3WDQCUOMWU"	"Approved"	"Sat Apr 27 04:48:12 EDT 2013"	"Fri Apr 26 12:07:29 EDT 2013"	"Fri Apr 26 12:08:12 EDT 2013"	"Sat Apr 27 04:51:48 EDT 2013"	""	""	""	""	"""chocolate"""	"""logical"""	"0"	"""baserate"""	"0.125"	"""ice cream"""	"""2"""	"""no"""	"""1"""	"""sundae"""	"""left"""	"""TRUE"""	"""FALSE"""
"2GDXX2Q45UUK9H4GJNN1TS8QQSWAS1"	"2L2F9SSSHX112HTSPA85L8J4O1VVZR"	"What is he talking about? (2-3 mins)"	"Short and fun! A 2-3 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.25"	"Fri Apr 26 11:39:40 EDT 2013"	"600"	"244"	"0"	"296"	"Assignable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Fri May 03 11:39:40 EDT 2013"	"https://requester.mturk.com/mturk/manageHIT?HITId=2GDXX2Q45UUK9H4GJNN1TS8QQSWAS1"	"22LLB3L0FBJ91HHJAOIE1E5VA5ILX6"	"AISPSIJ54U4SC"	"Approved"	"Sat Apr 27 04:48:28 EDT 2013"	"Fri Apr 26 12:07:50 EDT 2013"	"Fri Apr 26 12:08:28 EDT 2013"	"Sat Apr 27 04:51:49 EDT 2013"	""	""	""	""	"""mushrooms"""	"""logical"""	"0"	"""baserate"""	"0.125"	"""pizza"""	"""2"""	""""""	"""1"""	"""pizza"""	"""left"""	"""TRUE"""	"""FALSE"""
