"hitid"	"hittypeid"	"title"	"description"	"keywords"	"reward"	"creationtime"	"assignments"	"numavailable"	"numpending"	"numcomplete"	"hitstatus"	"reviewstatus"	"annotation"	"assignmentduration"	"autoapprovaldelay"	"hitlifetime"	"viewhit"	"assignmentid"	"workerid"	"assignmentstatus"	"autoapprovaltime"	"assignmentaccepttime"	"assignmentsubmittime"	"assignmentapprovaltime"	"assignmentrejecttime"	"deadline"	"feedback"	"reject"	"Answer.target_property"	"Answer.familiarization_cond"	"Answer.comment"	"Answer.item"	"Answer.word_condition"	"Answer.target_frequency"	"Answer.about"	"Answer.target_position"	"Answer.name_check_correct"	"Answer.choice_correct"
"2E924SMEZZ2M1DSN5ZZPFY3AYX43K7"	"2L2F9SSSHX112HTSPA85L8J4O1VVZR"	"What is he talking about? (2-3 mins)"	"Short and fun! A 2-3 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.25"	"Sun Mar 17 11:43:18 PDT 2013"	"700"	"2"	"0"	"698"	"Reviewable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Sun Mar 24 11:43:18 PDT 2013"	"https://requester.mturk.com/mturk/manageHIT?HITId=2E924SMEZZ2M1DSN5ZZPFY3AYX43K7"	"22FQQ7Q670519DINN6TTWC110KGWCZ"	"AR97I81DPD8KD"	"Approved"	"Mon Mar 18 05:32:35 PDT 2013"	"Sun Mar 17 12:50:14 PDT 2013"	"Sun Mar 17 12:52:35 PDT 2013"	"Mon Mar 18 05:34:30 PDT 2013"	""	""	""	""	"""beanie"""	"2"	"""Its like you guys think tricking us is your job or something..."""	"""snowman"""	"""salience"""	"0.375"	"""Change Blindness"""	"""middle"""	"""TRUE"""	"""TRUE"""
"2E924SMEZZ2M1DSN5ZZPFY3AYX43K7"	"2L2F9SSSHX112HTSPA85L8J4O1VVZR"	"What is he talking about? (2-3 mins)"	"Short and fun! A 2-3 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.25"	"Sun Mar 17 11:43:18 PDT 2013"	"700"	"2"	"0"	"698"	"Reviewable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Sun Mar 24 11:43:18 PDT 2013"	"https://requester.mturk.com/mturk/manageHIT?HITId=2E924SMEZZ2M1DSN5ZZPFY3AYX43K7"	"2TNCNHMVHVKC2T71G7Y4P79O41642G"	"A27DKDL1F71JOD"	"Approved"	"Mon Mar 18 05:43:53 PDT 2013"	"Sun Mar 17 13:01:38 PDT 2013"	"Sun Mar 17 13:03:53 PDT 2013"	"Mon Mar 18 05:44:30 PDT 2013"	""	""	""	""	"""gloves"""	"3"	"""no"""	"""snowman"""	"""salience"""	"0.5"	"""a child who decorates snowmen"""	"""middle"""	"""TRUE"""	"""TRUE"""
"2E924SMEZZ2M1DSN5ZZPFY3AYX43K7"	"2L2F9SSSHX112HTSPA85L8J4O1VVZR"	"What is he talking about? (2-3 mins)"	"Short and fun! A 2-3 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.25"	"Sun Mar 17 11:43:18 PDT 2013"	"700"	"2"	"0"	"698"	"Reviewable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Sun Mar 24 11:43:18 PDT 2013"	"https://requester.mturk.com/mturk/manageHIT?HITId=2E924SMEZZ2M1DSN5ZZPFY3AYX43K7"	"2NUAC9KSSZVXGVW41ZLKWOYK1NWK2M"	"A3NCESHKZ8AO7Y"	"Approved"	"Mon Mar 18 05:46:51 PDT 2013"	"Sun Mar 17 13:05:26 PDT 2013"	"Sun Mar 17 13:06:51 PDT 2013"	"Mon Mar 18 05:49:23 PDT 2013"	""	""	""	""	"""hat"""	"4"	""""""	"""friend"""	"""salience"""	"0.625"	"""Memory """	"""right"""	"""TRUE"""	"""TRUE"""
"2E924SMEZZ2M1DSN5ZZPFY3AYX43K7"	"2L2F9SSSHX112HTSPA85L8J4O1VVZR"	"What is he talking about? (2-3 mins)"	"Short and fun! A 2-3 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.25"	"Sun Mar 17 11:43:18 PDT 2013"	"700"	"2"	"0"	"698"	"Reviewable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Sun Mar 24 11:43:18 PDT 2013"	"https://requester.mturk.com/mturk/manageHIT?HITId=2E924SMEZZ2M1DSN5ZZPFY3AYX43K7"	"2QFTBJ3MMDX5YIDN27BHH9MHBTIYC4"	"AEK67RC8DN148"	"Approved"	"Mon Mar 18 05:58:27 PDT 2013"	"Sun Mar 17 13:17:10 PDT 2013"	"Sun Mar 17 13:18:27 PDT 2013"	"Mon Mar 18 05:59:26 PDT 2013"	""	""	""	""	"""gloves"""	"5"	""""""	"""snowman"""	"""salience"""	"0.75"	"""Guessing what someone said based on context clues"""	"""right"""	"""TRUE"""	"""FALSE"""
"2E924SMEZZ2M1DSN5ZZPFY3AYX43K7"	"2L2F9SSSHX112HTSPA85L8J4O1VVZR"	"What is he talking about? (2-3 mins)"	"Short and fun! A 2-3 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.25"	"Sun Mar 17 11:43:18 PDT 2013"	"700"	"2"	"0"	"698"	"Reviewable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Sun Mar 24 11:43:18 PDT 2013"	"https://requester.mturk.com/mturk/manageHIT?HITId=2E924SMEZZ2M1DSN5ZZPFY3AYX43K7"	"2AGHOVR14IXK7VR9YM5C2A61H3P878"	"A238ZNWBCND84B"	"Approved"	"Mon Mar 18 06:11:50 PDT 2013"	"Sun Mar 17 13:30:34 PDT 2013"	"Sun Mar 17 13:31:50 PDT 2013"	"Mon Mar 18 06:14:31 PDT 2013"	""	""	""	""	"""whipped cream"""	"6"	""""""	"""sundae"""	"""salience"""	"0.875"	"""Sundaes """	"""right"""	"""TRUE"""	"""TRUE"""
"2E924SMEZZ2M1DSN5ZZPFY3AYX43K7"	"2L2F9SSSHX112HTSPA85L8J4O1VVZR"	"What is he talking about? (2-3 mins)"	"Short and fun! A 2-3 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.25"	"Sun Mar 17 11:43:18 PDT 2013"	"700"	"2"	"0"	"698"	"Reviewable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Sun Mar 24 11:43:18 PDT 2013"	"https://requester.mturk.com/mturk/manageHIT?HITId=2E924SMEZZ2M1DSN5ZZPFY3AYX43K7"	"2SUKYEPLSP753ES6SOUOGHQI40KQW3"	"A2SW0XP6JSWU4"	"Approved"	"Mon Mar 18 06:12:06 PDT 2013"	"Sun Mar 17 13:31:40 PDT 2013"	"Sun Mar 17 13:32:06 PDT 2013"	"Mon Mar 18 06:14:31 PDT 2013"	""	""	""	""	"""cherry"""	"6"	""""""	"""sundae"""	"""salience"""	"0.875"	"""Eating sundaes"""	"""right"""	"""TRUE"""	"""FALSE"""
"2E924SMEZZ2M1DSN5ZZPFY3AYX43K7"	"2L2F9SSSHX112HTSPA85L8J4O1VVZR"	"What is he talking about? (2-3 mins)"	"Short and fun! A 2-3 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.25"	"Sun Mar 17 11:43:18 PDT 2013"	"700"	"2"	"0"	"698"	"Reviewable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Sun Mar 24 11:43:18 PDT 2013"	"https://requester.mturk.com/mturk/manageHIT?HITId=2E924SMEZZ2M1DSN5ZZPFY3AYX43K7"	"20NJ8EBDPGFLPOIPS40RTDWM2031GL"	"AEZDK0N95C02B"	"Approved"	"Mon Mar 18 06:13:33 PDT 2013"	"Sun Mar 17 13:32:49 PDT 2013"	"Sun Mar 17 13:33:33 PDT 2013"	"Mon Mar 18 06:14:31 PDT 2013"	""	""	""	""	"""cherry"""	"0"	""""""	"""sundae"""	"""listener"""	"0.125"	"""Bob eating sundaes"""	"""right"""	"""TRUE"""	"""TRUE"""
"2E924SMEZZ2M1DSN5ZZPFY3AYX43K7"	"2L2F9SSSHX112HTSPA85L8J4O1VVZR"	"What is he talking about? (2-3 mins)"	"Short and fun! A 2-3 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.25"	"Sun Mar 17 11:43:18 PDT 2013"	"700"	"2"	"0"	"698"	"Reviewable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Sun Mar 24 11:43:18 PDT 2013"	"https://requester.mturk.com/mturk/manageHIT?HITId=2E924SMEZZ2M1DSN5ZZPFY3AYX43K7"	"20NJ8EBDPGFLPOIPS40RTDWM2021GK"	"ATESNHNLABLOP"	"Approved"	"Mon Mar 18 06:13:49 PDT 2013"	"Sun Mar 17 13:32:49 PDT 2013"	"Sun Mar 17 13:33:49 PDT 2013"	"Mon Mar 18 06:14:31 PDT 2013"	""	""	""	""	"""chocolate"""	"0"	"""None"""	"""sundae"""	"""listener"""	"0.125"	"""Pictoral memory"""	"""middle"""	"""TRUE"""	"""FALSE"""
"2E924SMEZZ2M1DSN5ZZPFY3AYX43K7"	"2L2F9SSSHX112HTSPA85L8J4O1VVZR"	"What is he talking about? (2-3 mins)"	"Short and fun! A 2-3 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.25"	"Sun Mar 17 11:43:18 PDT 2013"	"700"	"2"	"0"	"698"	"Reviewable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Sun Mar 24 11:43:18 PDT 2013"	"https://requester.mturk.com/mturk/manageHIT?HITId=2E924SMEZZ2M1DSN5ZZPFY3AYX43K7"	"2C5IPDOBDDP88C2KQI483MB748BC1M"	"A2U8P6ZKBLW7VI"	"Approved"	"Mon Mar 18 06:16:02 PDT 2013"	"Sun Mar 17 13:34:57 PDT 2013"	"Sun Mar 17 13:36:02 PDT 2013"	"Mon Mar 18 06:19:31 PDT 2013"	""	""	""	""	"""whipped cream"""	"1"	"""no, thank you :)"""	"""sundae"""	"""listener"""	"0.25"	"""What sundae bob likes the best"""	"""middle"""	"""TRUE"""	"""FALSE"""
"2E924SMEZZ2M1DSN5ZZPFY3AYX43K7"	"2L2F9SSSHX112HTSPA85L8J4O1VVZR"	"What is he talking about? (2-3 mins)"	"Short and fun! A 2-3 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.25"	"Sun Mar 17 11:43:18 PDT 2013"	"700"	"2"	"0"	"698"	"Reviewable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Sun Mar 24 11:43:18 PDT 2013"	"https://requester.mturk.com/mturk/manageHIT?HITId=2E924SMEZZ2M1DSN5ZZPFY3AYX43K7"	"28F5F3Q0JG5THFTCS324FF9W6XJHDQ"	"A2PF5HCPJF481Y"	"Approved"	"Mon Mar 18 06:19:14 PDT 2013"	"Sun Mar 17 13:37:42 PDT 2013"	"Sun Mar 17 13:39:14 PDT 2013"	"Mon Mar 18 06:19:31 PDT 2013"	""	""	""	""	"""mustache"""	"2"	""""""	"""friend"""	"""listener"""	"0.375"	"""Bob visiting his friends each day. He visits his favorite friend more than the others. """	"""right"""	"""TRUE"""	"""FALSE"""
"2E924SMEZZ2M1DSN5ZZPFY3AYX43K7"	"2L2F9SSSHX112HTSPA85L8J4O1VVZR"	"What is he talking about? (2-3 mins)"	"Short and fun! A 2-3 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.25"	"Sun Mar 17 11:43:18 PDT 2013"	"700"	"2"	"0"	"698"	"Reviewable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Sun Mar 24 11:43:18 PDT 2013"	"https://requester.mturk.com/mturk/manageHIT?HITId=2E924SMEZZ2M1DSN5ZZPFY3AYX43K7"	"2OQ5COW0LGRZM1IRBQ361NU3AITY7D"	"A349ZXN5GTXI65"	"Approved"	"Mon Mar 18 06:26:30 PDT 2013"	"Sun Mar 17 13:44:46 PDT 2013"	"Sun Mar 17 13:46:30 PDT 2013"	"Mon Mar 18 06:29:23 PDT 2013"	""	""	""	""	"""hat"""	"3"	"""fun"""	"""friend"""	"""listener"""	"0.5"	"""can you find the differences """	"""left"""	"""TRUE"""	"""FALSE"""
"2E924SMEZZ2M1DSN5ZZPFY3AYX43K7"	"2L2F9SSSHX112HTSPA85L8J4O1VVZR"	"What is he talking about? (2-3 mins)"	"Short and fun! A 2-3 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.25"	"Sun Mar 17 11:43:18 PDT 2013"	"700"	"2"	"0"	"698"	"Reviewable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Sun Mar 24 11:43:18 PDT 2013"	"https://requester.mturk.com/mturk/manageHIT?HITId=2E924SMEZZ2M1DSN5ZZPFY3AYX43K7"	"2UHEIB9BAWLS5QVQ10OUJ3MX5WBZ2P"	"A2FYY307WS7FM9"	"Approved"	"Mon Mar 18 06:31:23 PDT 2013"	"Sun Mar 17 13:50:04 PDT 2013"	"Sun Mar 17 13:51:23 PDT 2013"	"Mon Mar 18 06:34:23 PDT 2013"	""	""	""	""	"""chocolate"""	"4"	""""""	"""sundae"""	"""listener"""	"0.625"	"""Paying attention to detail"""	"""left"""	"""TRUE"""	"""FALSE"""
"2E924SMEZZ2M1DSN5ZZPFY3AYX43K7"	"2L2F9SSSHX112HTSPA85L8J4O1VVZR"	"What is he talking about? (2-3 mins)"	"Short and fun! A 2-3 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.25"	"Sun Mar 17 11:43:18 PDT 2013"	"700"	"2"	"0"	"698"	"Reviewable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Sun Mar 24 11:43:18 PDT 2013"	"https://requester.mturk.com/mturk/manageHIT?HITId=2E924SMEZZ2M1DSN5ZZPFY3AYX43K7"	"262VKI62NJQ2K08Z5EHHCBKPQ0GTLS"	"A3IDPNL5HMDPYC"	"Approved"	"Mon Mar 18 06:31:48 PDT 2013"	"Sun Mar 17 13:51:00 PDT 2013"	"Sun Mar 17 13:51:48 PDT 2013"	"Mon Mar 18 06:34:23 PDT 2013"	""	""	""	""	"""whipped cream"""	"4"	"""nope"""	"""sundae"""	"""listener"""	"0.625"	"""cognition"""	"""left"""	"""TRUE"""	"""TRUE"""
"2E924SMEZZ2M1DSN5ZZPFY3AYX43K7"	"2L2F9SSSHX112HTSPA85L8J4O1VVZR"	"What is he talking about? (2-3 mins)"	"Short and fun! A 2-3 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.25"	"Sun Mar 17 11:43:18 PDT 2013"	"700"	"2"	"0"	"698"	"Reviewable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Sun Mar 24 11:43:18 PDT 2013"	"https://requester.mturk.com/mturk/manageHIT?HITId=2E924SMEZZ2M1DSN5ZZPFY3AYX43K7"	"223RI8IUB2YUS1PHOYCB9L0JPOD6II"	"A3U1U21SFM654F"	"Approved"	"Mon Mar 18 06:43:18 PDT 2013"	"Sun Mar 17 14:02:21 PDT 2013"	"Sun Mar 17 14:03:18 PDT 2013"	"Mon Mar 18 06:44:26 PDT 2013"	""	""	""	""	"""chocolate"""	"5"	""""""	"""sundae"""	"""listener"""	"0.75"	"""Bob and his affinity for sundaes"""	"""left"""	"""TRUE"""	"""TRUE"""
"2E924SMEZZ2M1DSN5ZZPFY3AYX43K7"	"2L2F9SSSHX112HTSPA85L8J4O1VVZR"	"What is he talking about? (2-3 mins)"	"Short and fun! A 2-3 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.25"	"Sun Mar 17 11:43:18 PDT 2013"	"700"	"2"	"0"	"698"	"Reviewable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Sun Mar 24 11:43:18 PDT 2013"	"https://requester.mturk.com/mturk/manageHIT?HITId=2E924SMEZZ2M1DSN5ZZPFY3AYX43K7"	"2UMDD8XMB3Q3SS6B2ZKOCT4I9XXFQX"	"A14EQOTF415OT2"	"Approved"	"Mon Mar 18 06:59:05 PDT 2013"	"Sun Mar 17 14:17:22 PDT 2013"	"Sun Mar 17 14:19:05 PDT 2013"	"Mon Mar 18 06:59:24 PDT 2013"	""	""	""	""	"""whipped cream"""	"6"	"""grephics were a bit messed up and didn't display quite right, but it worked out."""	"""sundae"""	"""listener"""	"0.875"	"""bob's sundae preferences"""	"""middle"""	"""TRUE"""	"""TRUE"""
